user_id,item_id
31,5637
31,1203
31,204
31,4842
31,6630
31,8570
31,4922
31,19
32,2088
32,426
32,1266
32,4423
32,2467
32,2501
32,7560
32,1897
32,1920
32,8084
32,1985
32,6959
32,1258
32,5399
32,7939
33,4366
33,7645
33,2741
33,6705
33,5237
33,1621
33,5
33,667
33,3882
33,1061
33,1506
33,4518
33,6766
33,8633
33,7484
34,720
34,2058
34,1253
34,945
34,2537
34,5048
34,2293
34,5958
34,3124
34,1502
34,2955
34,4510
34,6849
34,72
34,6833
35,5003
35,580
35,1031
35,7737
35,6811
35,1175
35,4673
35,3268
35,2393
35,53
35,3584
35,4799
35,207
35,1072
35,930
36,2018
36,841
36,3795
36,8375
36,7444
36,1375
36,7112
36,1127
36,4366
36,6649
36,8307
36,5866
36,6644
36,1396
36,3652
37,2194
37,190
37,7670
37,21
37,4948
37,5460
37,6599
37,6403
37,4227
37,4709
37,3527
37,3804
37,4590
37,2558
37,1004
38,2405
38,1523
38,1423
38,5697
38,2552
38,3770
38,671
38,7001
38,4451
38,4235
38,2667
38,6521
38,1946
38,5690
38,7219
39,733
39,2189
39,841
39,179
39,3118
39,4918
39,8933
39,5445
39,5125
39,1582
39,2606
39,5550
39,1842
39,8141
39,7686
40,1344
40,3953
40,958
40,1513
40,5364
40,550
40,5930
40,4172
40,751
40,3503
40,258
40,4493
40,5130
40,1567
40,1963
41,2058
41,5114
41,812
41,5123
41,3538
41,3983
41,815
41,5607
41,2655
41,2945
41,5595
41,591
41,1524
41,553
41,3218
42,1337
42,2363
42,4995
42,1199
42,967
42,6680
42,5310
42,3757
42,6825
42,8706
42,485
42,2613
42,1120
42,1103
42,7662
43,3989
43,2560
43,5204
43,6809
43,7713
43,1401
43,1128
43,1097
43,5664
43,8106
43,3770
43,3782
43,6667
43,2093
43,7060
44,6544
44,2871
44,7406
44,1807
44,3558
44,1866
44,6637
44,8713
44,2990
44,7902
44,1988
44,3068
44,8717
44,3800
44,223
45,540
45,3847
45,6366
45,2109
45,1498
45,5177
45,915
45,874
45,2434
45,457
45,3744
45,4200
45,3685
45,7425
45,7095
46,646
46,824
46,3492
46,1822
46,8649
46,3763
46,4615
46,2687
46,7286
46,4094
46,5208
46,8661
46,3759
46,1867
46,722
47,1248
47,8380
47,930
47,2230
47,2293
47,3089
47,7548
47,1792
47,5546
47,550
47,6878
47,6994
47,631
47,306
47,5566
48,2993
48,7759
48,2046
48,4046
48,3978
48,334
48,8877
48,1626
48,7371
48,4000
48,2748
48,1311
48,5060
48,2466
48,7572
49,6608
49,1368
49,1151
49,1565
49,8537
49,740
49,5299
49,1205
49,943
49,935
49,4578
49,5066
49,993
49,6605
49,3895
50,856
50,366
50,1495
50,1701
50,1859
50,904
50,1654
50,1150
50,2865
50,1655
50,3958
50,7703
50,1034
50,3021
50,2240
51,1754
51,8247
51,2827
51,129
51,1829
51,1047
51,4130
51,4492
51,4788
51,3633
51,3103
51,8115
51,6971
51,5630
51,1672
52,2218
52,253
52,5518
52,4511
52,4960
52,3386
52,2408
52,1249
52,2926
52,588
52,59
52,4761
52,2098
52,504
52,4145
53,411
53,4038
53,4514
53,628
53,3505
53,5550
53,3037
53,2843
53,4223
53,655
53,1591
53,4352
53,2644
53,6406
53,6859
54,1289
54,1308
54,5434
54,1897
54,4478
54,5033
54,2656
54,2425
54,6313
54,1358
54,4131
54,1594
54,3764
54,3650
54,791
55,4447
55,4482
55,6171
55,60
55,8669
55,1580
55,72
55,4905
55,1433
55,6649
55,4816
55,6350
55,6795
55,1557
55,5440
56,4679
56,274
56,1717
56,918
56,1410
56,1513
56,3577
56,1953
56,1926
56,442
56,822
56,1627
56,2935
56,2426
56,2018
57,6117
57,1197
57,542
57,6077
57,3317
57,4494
57,7673
57,8510
57,1315
57,1046
57,4282
57,292
57,4542
57,1513
57,572
58,673
58,6426
58,7746
58,5745
58,406
58,5560
58,3727
58,1951
58,4019
58,417
58,6704
58,534
58,3227
58,6214
58,6103
59,2952
59,1994
59,1342
59,969
59,2574
59,3458
59,7471
59,1758
59,6983
59,771
59,5403
59,5621
59,3166
59,1339
59,5284
60,2042
60,1712
60,4474
60,2144
60,7336
60,664
60,2866
60,6817
60,3369
60,1186
60,2927
60,4448
60,1992
60,4751
60,3674
61,209
61,2458
61,437
61,292
61,1894
61,7824
61,1629
61,7055
61,1999
61,6443
61,4181
61,7083
61,3787
61,5393
61,6119
62,2271
62,8346
62,6786
62,1715
62,781
62,706
62,4478
62,256
62,5025
62,7589
62,2819
62,6145
62,4584
62,6714
62,2087
63,5597
63,3847
63,1585
63,1880
63,6448
63,204
63,3593
63,2755
63,480
63,3037
63,3763
63,6444
63,7102
63,6088
63,4664
64,6074
64,2865
64,7180
64,3827
64,5281
64,7572
64,5433
64,1245
64,2107
64,1629
64,1898
64,2443
64,423
64,2618
64,6369
65,1726
65,2559
65,7055
65,3835
65,2877
65,6648
65,1077
65,841
65,2355
65,4733
65,8877
65,8977
65,8224
65,6960
65,4210
66,1229
66,5954
66,2557
66,6699
66,5945
66,5740
66,3207
66,7603
66,2748
66,2095
66,4704
66,1882
66,8405
66,8192
66,585
67,2448
67,4278
67,139
67,1896
67,887
67,565
67,2725
67,2103
67,8094
67,6592
67,4795
67,6342
67,5496
67,3128
67,3932
68,249
68,7225
68,5860
68,2269
68,2548
68,1175
68,8460
68,4038
68,3291
68,6647
68,1696
68,4987
68,8269
68,180
68,7761
69,1455
69,2213
69,275
69,8212
69,2688
69,2107
69,51
69,3919
69,2731
69,1393
69,8769
69,3274
69,1367
69,4048
69,1441
70,379
70,5324
70,1432
70,4590
70,4073
70,3840
70,1301
70,7268
70,1350
70,6461
70,4728
70,4450
70,8503
70,5297
70,722
71,816
71,2720
71,7259
71,5887
71,1869
71,1795
71,6108
71,6626
71,2564
71,8894
71,3362
71,853
71,2003
71,4006
71,7315
72,5004
72,2833
72,3101
72,3099
72,2554
72,2457
72,7156
72,4657
72,2294
72,7880
72,3381
72,961
72,6418
72,3756
72,4183
73,5310
73,3962
73,3495
73,403
73,7396
73,1109
73,956
73,2390
73,738
73,966
73,4577
73,7294
73,1738
73,771
73,5364
74,2865
74,2785
74,5114
74,1867
74,6741
74,3675
74,4273
74,2119
74,6234
74,589
74,645
74,5985
74,71
74,7074
74,7553
75,1869
75,550
75,7458
75,5282
75,8531
75,2800
75,1016
75,5002
75,4279
75,218
75,7414
75,6420
75,5324
75,6096
75,687
76,1541
76,5299
76,2486
76,5013
76,2323
76,2735
76,4513
76,4780
76,4206
76,1520
76,6148
76,8473
76,6840
76,2710
76,6575
77,4798
77,4124
77,749
77,7434
77,1245
77,6344
77,8677
77,1386
77,3809
77,481
77,3593
77,6032
77,5886
77,2174
77,7747
78,3080
78,1770
78,7651
78,1670
78,2916
78,2542
78,961
78,4919
78,4316
78,8460
78,5467
78,3488
78,2614
78,3382
78,3755
79,5622
79,2448
79,8133
79,6572
79,3307
79,3178
79,3969
79,3213
79,1834
79,7755
79,1260
79,3045
79,2709
79,7002
79,7760
80,2545
80,1164
80,3059
80,1393
80,2828
80,87
80,7394
80,2508
80,531
80,928
80,614
80,2732
80,4782
80,5149
80,6219
81,1253
81,2627
81,2066
81,5739
81,1328
81,3539
81,16
81,3101
81,8401
81,4407
81,7227
81,2355
81,5313
81,5574
81,2063
82,5073
82,1337
82,8070
82,1907
82,518
82,2672
82,2976
82,5390
82,7835
82,6834
82,5010
82,5232
82,7711
82,5098
82,3816
83,3921
83,159
83,440
83,1925
83,712
83,5924
83,3887
83,242
83,7087
83,7929
83,4234
83,8962
83,923
83,142
83,1238
84,2955
84,1222
84,2686
84,4070
84,2085
84,52
84,1899
84,4553
84,1199
84,2978
84,534
84,8473
84,4033
84,4220
84,3941
85,1597
85,7307
85,5597
85,1199
85,4883
85,7477
85,6945
85,2462
85,1374
85,3164
85,4038
85,4336
85,4066
85,794
85,2273
86,2056
86,7110
86,646
86,3841
86,3779
86,6145
86,6068
86,7833
86,1944
86,4944
86,8775
86,4771
86,1260
86,2202
86,8650
87,777
87,3515
87,190
87,403
87,3282
87,1117
87,5159
87,1507
87,2883
87,3618
87,5201
87,2610
87,36
87,8160
87,5055
88,3019
88,1598
88,5241
88,242
88,6851
88,155
88,2112
88,3340
88,510
88,8238
88,4488
88,4258
88,6021
88,8214
88,2172
89,6213
89,4679
89,159
89,5945
89,52
89,4455
89,3159
89,2715
89,8563
89,600
89,7241
89,2382
89,2959
89,1776
89,2656
90,317
90,4873
90,5786
90,1800
90,2040
90,1181
90,1571
90,1099
90,3367
90,6898
90,7785
90,3262
90,2336
90,2603
90,6081
91,336
91,2820
91,6032
91,8500
91,6231
91,1601
91,6106
91,6314
91,673
91,2949
91,2806
91,8294
91,730
91,7211
91,3071
92,71
92,1200
92,7156
92,3434
92,8627
92,1420
92,6698
92,4906
92,7191
92,4927
92,6516
92,395
92,3252
92,7544
92,5278
93,673
93,7043
93,6647
93,3461
93,7522
93,7358
93,6698
93,3854
93,2466
93,876
93,5978
93,7828
93,7852
93,2591
93,1549
94,7307
94,5131
94,1708
94,5825
94,2945
94,6541
94,3894
94,3458
94,2967
94,4772
94,7286
94,2760
94,2079
94,1713
94,8815
95,824
95,1305
95,1729
95,4791
95,151
95,1954
95,586
95,5161
95,7820
95,1780
95,1974
95,8311
95,592
95,5767
95,3361
96,8117
96,859
96,4354
96,275
96,3303
96,8419
96,7392
96,4775
96,8492
96,4115
96,2509
96,7884
96,3318
96,3574
96,2108
97,2832
97,881
97,3076
97,5123
97,7268
97,7349
97,6942
97,4131
97,303
97,2689
97,8120
97,4090
97,2558
97,5067
97,3866
98,4884
98,5906
98,8957
98,630
98,2835
98,2228
98,6777
98,6615
98,3463
98,3463
98,7227
98,1573
98,3864
98,6094
98,2430
99,1795
99,3737
99,5059
99,2228
99,1510
99,5451
99,824
99,3208
99,1174
99,7411
99,352
99,1973
99,1791
99,2626
99,1092
100,4610
100,2293
100,774
100,458
100,4328
100,2194
100,29
100,2963
100,7870
100,263
100,1923
100,5085
100,4011
100,1197
100,1016
101,1999
101,5942
101,6243
101,988
101,8192
101,6201
101,6859
101,5034
101,5928
101,2863
101,4710
101,2763
101,5744
101,7097
101,6178
102,411
102,3990
102,1880
102,1354
102,5595
102,1485
102,1287
102,2714
102,3307
102,2154
102,4556
102,6893
102,2897
102,4713
102,2365
103,2221
103,791
103,4019
103,5389
103,553
103,2154
103,7970
103,4273
103,988
103,1714
103,6769
103,8313
103,8964
103,1395
103,2667
104,945
104,3162
104,6968
104,6326
104,3462
104,4963
104,4710
104,4396
104,7613
104,7434
104,6882
104,6615
104,6019
104,3409
104,6170
105,2112
105,2069
105,1765
105,1230
105,7807
105,1431
105,8304
105,3891
105,8912
105,4239
105,7754
105,8206
105,5070
105,8721
105,2775
106,1629
106,4477
106,4260
106,7651
106,1076
106,5477
106,1253
106,266
106,4493
106,267
106,6378
106,2771
106,6512
106,2816
106,7156
107,437
107,615
107,1855
107,803
107,3321
107,4919
107,5380
107,3045
107,6686
107,1262
107,8241
107,5416
107,2354
107,54
107,493
108,3059
108,3019
108,4046
108,8707
108,4394
108,278
108,525
108,30
108,7866
108,3813
108,8511
108,1899
108,7907
108,4564
108,3163
109,1164
109,7889
109,7434
109,650
109,4123
109,3034
109,2950
109,8223
109,1480
109,1521
109,8419
109,2162
109,4120
109,2017
109,5845
110,2957
110,4258
110,4258
110,144
110,3019
110,7255
110,525
110,2034
110,2458
110,1958
110,2271
110,844
110,5069
110,2787
110,6520
111,749
111,1337
111,5928
111,1728
111,2035
111,6589
111,8629
111,1959
111,2482
111,8247
111,2793
111,2975
111,583
111,6135
111,4561
112,5595
112,4928
112,4258
112,4984
112,6041
112,6172
112,5008
112,2947
112,1904
112,1514
112,2950
112,425
112,532
112,8459
112,1189
113,59
113,5569
113,189
113,3835
113,4958
113,7003
113,1181
113,6101
113,5943
113,6450
113,2793
113,5451
113,2233
113,6471
113,5599
114,8002
114,5203
114,2644
114,7416
114,7363
114,2708
114,850
114,967
114,4943
114,2982
114,8304
114,8636
114,6867
114,3482
114,812
115,1921
115,5108
115,302
115,761
115,8950
115,1758
115,704
115,2916
115,1076
115,3278
115,4305
115,2906
115,5473
115,5473
115,8759
116,3124
116,4902
116,1884
116,7228
116,3257
116,2391
116,1648
116,4152
116,19
116,7494
116,5808
116,1330
116,1723
116,8516
116,58
117,317
117,871
117,1656
117,355
117,1685
117,1683
117,3039
117,272
117,7354
117,2967
117,4599
117,7544
117,1015
117,857
117,1805
118,886
118,3539
118,3990
118,4801
118,1597
118,4777
118,1422
118,1833
118,8269
118,6960
118,7845
118,3739
118,4062
118,4613
118,5994
119,2553
119,171
119,3697
119,2844
119,4674
119,7149
119,1204
119,3753
119,89
119,4474
119,5440
119,5262
119,3802
119,7775
119,2323
120,3228
120,1446
120,6452
120,6006
120,2085
120,5363
120,8645
120,8347
120,4664
120,3687
120,7057
120,3671
120,2368
120,1890
120,8563
121,580
121,183
121,4733
121,278
121,3849
121,4590
121,5991
121,4458
121,4747
121,4944
121,6044
121,3505
121,590
121,3252
121,3409
122,1778
122,6221
122,1783
122,4022
122,1948
122,2357
122,35
122,3902
122,1549
122,6477
122,2415
122,4273
122,98
122,7448
122,4290
123,2513
123,1745
123,6469
123,4832
123,5878
123,1021
123,4029
123,3638
123,110
123,4977
123,1207
123,2377
123,4227
123,6040
123,8735
124,479
124,864
124,1711
124,6306
124,6520
124,5215
124,8804
124,1807
124,8403
124,1289
124,2947
124,1673
124,2711
124,8021
124,3196
125,4830
125,1037
125,5049
125,3882
125,191
125,1920
125,1322
125,4845
125,6957
125,6978
125,5044
125,357
125,1655
125,4172
125,4588
126,1209
126,2458
126,4544
126,3350
126,801
126,2407
126,1839
126,6972
126,6071
126,4277
126,1974
126,5727
126,5727
126,6623
126,7184
127,2196
127,5237
127,59
127,2653
127,462
127,1583
127,4420
127,7166
127,1366
127,3690
127,6140
127,4711
127,2140
127,3679
127,6215
128,7879
128,5265
128,2072
128,60
128,540
128,6854
128,7761
128,997
128,5659
128,4431
128,3252
128,3370
128,5920
128,4609
128,721
129,3404
129,5226
129,1337
129,951
129,6613
129,245
129,3308
129,5048
129,6838
129,7251
129,240
129,8565
129,213
129,3657
129,4644
130,856
130,730
130,1465
130,2553
130,335
130,6898
130,158
130,5878
130,155
130,1407
130,326
130,4847
130,1489
130,957
130,4360
131,1738
131,2010
131,6478
131,4388
131,278
131,8340
131,2556
131,1944
131,1734
131,3684
131,6184
131,374
131,3210
131,5597
131,5918
132,472
132,2376
132,7547
132,2324
132,4272
132,5194
132,7240
132,5923
132,512
132,2002
132,5702
132,5415
132,4809
132,6265
132,7694
133,1920
133,917
133,2666
133,337
133,8037
133,2160
133,8568
133,3577
133,1507
133,987
133,6027
133,4144
133,8755
133,4830
133,4143
134,4475
134,586
134,2391
134,5002
134,1721
134,4630
134,768
134,6741
134,5730
134,4432
134,6497
134,152
134,3055
134,2154
134,3943
135,217
135,6063
135,4469
135,5381
135,5310
135,1446
135,996
135,1340
135,8692
135,3145
135,7921
135,6608
135,3804
135,550
135,1297
136,841
136,2501
136,561
136,1256
136,7318
136,5265
136,4273
136,994
136,4261
136,7307
136,2587
136,1468
136,6384
136,71
136,8256
137,4589
137,1900
137,8010
137,2844
137,189
137,3879
137,4778
137,144
137,1777
137,3751
137,3936
137,3752
137,3699
137,1493
137,7860
138,6440
138,6976
138,4684
138,2161
138,3593
138,5103
138,8740
138,1299
138,5469
138,5903
138,6543
138,1934
138,284
138,7906
138,811
139,5194
139,5661
139,5498
139,884
139,4624
139,5938
139,7032
139,3195
139,2870
139,7005
139,4005
139,4154
139,1087
139,4898
139,7180
140,8002
140,3880
140,6942
140,3139
140,1876
140,2834
140,2018
140,6345
140,5498
140,7807
140,6003
140,841
140,1438
140,426
140,7766
141,3896
141,4416
141,3989
141,3836
141,1904
141,6793
141,4040
141,6181
141,4656
141,3167
141,1134
141,6235
141,6968
141,4223
141,1337
142,1392
142,6527
142,2465
142,921
142,5243
142,7817
142,1936
142,2791
142,574
142,8297
142,4375
142,14
142,462
142,1467
142,2064
143,2056
143,522
143,1128
143,1738
143,2661
143,2661
143,896
143,7495
143,3830
143,4439
143,76
143,54
143,177
143,6217
143,7908
144,945
144,5945
144,2820
144,3198
144,2167
144,3007
144,5734
144,3051
144,7614
144,7501
144,6347
144,3830
144,6622
144,1973
144,2152
145,3140
145,5222
145,5021
145,4733
145,729
145,8650
145,2812
145,3590
145,972
145,4206
145,1263
145,2544
145,4489
145,2135
145,4116
146,856
146,1921
146,4037
146,1779
146,7351
146,8187
146,7490
146,6308
146,7880
146,2275
146,3003
146,4938
146,565
146,5928
146,5366
147,5066
147,647
147,2614
147,179
147,8333
147,4570
147,2956
147,5597
147,5553
147,3446
147,2410
147,1437
147,3429
147,8017
147,6448
148,5392
148,2271
148,1090
148,2892
148,658
148,2291
148,4524
148,362
148,7240
148,1896
148,8385
148,4204
148,8692
148,6522
148,1302
149,2545
149,5881
149,3611
149,1800
149,7138
149,6057
149,3167
149,1149
149,2129
149,2290
149,2096
149,5519
149,7257
149,6823
149,708
150,2812
150,2228
150,2277
150,4373
150,105
150,853
150,5886
150,1070
150,2121
150,1142
150,2110
150,3044
150,52
150,504
150,3555
151,3720
151,1461
151,5569
151,5735
151,2496
151,1887
151,1465
151,454
151,540
151,7391
151,8078
151,7551
151,5658
151,6177
151,1424
152,4475
152,856
152,7401
152,1443
152,2382
152,3737
152,4017
152,2893
152,7538
152,5886
152,6335
152,8146
152,2765
152,456
152,893
153,8224
153,4046
153,352
153,7890
153,5027
153,5968
153,7757
153,4931
153,2093
153,1553
153,4174
153,2170
153,1199
153,688
153,1113
154,6541
154,885
154,2415
154,4565
154,3879
154,5919
154,7977
154,2812
154,1532
154,784
154,3789
154,7775
154,2556
154,7695
154,3538
155,3349
155,3413
155,4354
155,30
155,439
155,5153
155,361
155,8109
155,7102
155,7243
155,7520
155,7133
155,8871
155,7484
155,4797
156,782
156,486
156,2452
156,655
156,3479
156,500
156,3583
156,3034
156,3244
156,6953
156,5832
156,7401
156,5704
156,5408
156,661
157,3880
157,1405
157,1518
157,1483
157,5528
157,2496
157,1210
157,2975
157,1294
157,5757
157,5558
157,4046
157,4704
157,6405
157,7427
158,1420
158,4798
158,4099
158,4732
158,5747
158,3994
158,5244
158,336
158,6884
158,2148
158,1999
158,6852
158,7097
158,7728
158,2886
159,7110
159,479
159,5295
159,1077
159,4261
159,1369
159,7434
159,1091
159,6403
159,8304
159,6126
159,7403
159,4590
159,7496
159,2367
160,777
160,1446
160,3282
160,6619
160,8515
160,2582
160,2290
160,645
160,1789
160,5629
160,4903
160,3184
160,1699
160,5774
160,1844
161,7
161,7213
161,615
161,1579
161,275
161,1476
161,4540
161,3853
161,4835
161,2664
161,58
161,7210
161,8512
161,4578
161,6215
162,3847
162,1999
162,876
162,3887
162,6809
162,207
162,4884
162,5567
162,1512
162,6443
162,6850
162,4334
162,2496
162,5661
162,532
163,3360
163,61
163,7203
163,768
163,531
163,7726
163,5760
163,1488
163,4342
163,7091
163,2400
163,40
163,2213
163,706
163,1763
164,2260
164,5111
164,2124
164,4474
164,4089
164,2543
164,2033
164,1230
164,355
164,4381
164,998
164,1819
164,5957
164,4205
164,6592
165,7482
165,8650
165,856
165,2497
165,3849
165,3028
165,2457
165,658
165,3768
165,2143
165,6439
165,7833
165,4160
165,7349
165,8905
166,1954
166,1287
166,2062
166,2484
166,1255
166,4464
166,2768
166,766
166,4440
166,4940
166,6638
166,4041
166,3932
166,4427
166,8010
167,4348
167,4064
167,7017
167,6889
167,3706
167,4227
167,7557
167,6326
167,278
167,1541
167,392
167,366
167,2921
167,2185
167,4103
168,7102
168,3990
168,4477
168,88
168,1015
168,3306
168,326
168,8868
168,5838
168,2581
168,1675
168,6161
168,4367
168,6592
168,1012
169,2458
169,4246
169,815
169,1605
169,7102
169,1600
169,1206
169,679
169,1423
169,2325
169,2325
169,325
169,3742
169,2486
169,2449
170,3110
170,3288
170,730
170,1014
170,3403
170,2317
170,682
170,387
170,4552
170,3260
170,731
170,1150
170,3421
170,3572
170,5771
171,6852
171,8776
171,2553
171,7711
171,2699
171,2272
171,4439
171,6830
171,4935
171,6951
171,1153
171,5198
171,6149
171,6448
171,6186
172,319
172,780
172,6466
172,7889
172,8649
172,4098
172,7268
172,7157
172,171
172,1724
172,6041
172,8490
172,2090
172,8223
172,3890
173,2260
173,1466
173,6652
173,4225
173,568
173,2075
173,4283
173,2018
173,8974
173,3368
173,5332
173,6037
173,1117
173,7579
173,4570
174,5528
174,2812
174,4603
174,4979
174,7413
174,3697
174,4751
174,419
174,6948
174,8558
174,8846
174,2661
174,194
174,5410
174,2236
175,647
175,448
175,3079
175,6863
175,5283
175,1963
175,3012
175,2649
175,8269
175,8046
175,3825
175,1633
175,1167
175,6852
175,5579
176,53
176,5067
176,941
176,3153
176,3153
176,1893
176,3464
176,5098
176,585
176,50
176,5510
176,3745
176,163
176,7855
176,945
177,139
177,707
177,3373
177,5103
177,3488
177,4693
177,3889
177,3445
177,4606
177,62
177,1026
177,881
177,5630
177,3873
177,645
178,781
178,1873
178,293
178,428
178,3720
178,1119
178,2241
178,1846
178,462
178,1261
178,2234
178,467
178,8942
178,5911
178,664
179,646
179,5240
179,4777
179,4108
179,148
179,1405
179,1139
179,787
179,4334
179,8791
179,2695
179,6007
179,6831
179,3203
179,4217
180,2088
180,4967
180,3206
180,1711
180,3168
180,3802
180,1199
180,5280
180,5951
180,2018
180,6087
180,3938
180,5617
180,6746
180,1196
181,3556
181,8220
181,3178
181,1117
181,7453
181,8630
181,7746
181,3566
181,519
181,5284
181,2142
181,8412
181,5033
181,4755
181,26
182,3493
182,3264
182,2596
182,2315
182,8419
182,406
182,1587
182,5240
182,6162
182,3203
182,3066
182,5203
182,2697
182,2783
182,5039
183,2771
183,3843
183,209
183,5597
183,589
183,6252
183,2465
183,4275
183,1256
183,1118
183,1122
183,6550
183,1136
183,5981
183,95
184,682
184,612
184,777
184,2860
184,155
184,155
184,1139
184,2487
184,4294
184,6058
184,3896
184,2976
184,5310
184,3974
184,382
185,3896
185,2323
185,4678
185,2859
185,2650
185,6821
185,5123
185,6267
185,1580
185,1754
185,6049
185,3663
185,7558
185,2368
185,2952
186,1876
186,2213
186,5066
186,2559
186,4038
186,4246
186,7686
186,785
186,7442
186,6629
186,5514
186,36
186,8014
186,4858
186,1101
187,2957
187,647
187,1795
187,6426
187,4154
187,1308
187,5413
187,3685
187,3165
187,642
187,3835
187,6233
187,5326
187,145
187,4820
188,647
188,3853
188,719
188,1582
188,8274
188,5789
188,6769
188,161
188,8513
188,32
188,5435
188,3612
188,5454
188,608
188,7114
189,5310
189,4995
189,5991
189,144
189,3498
189,3706
189,5205
189,3115
189,826
189,8911
189,4381
189,8442
189,8165
189,3174
189,7909
190,2240
190,1887
190,1701
190,550
190,7424
190,3518
190,5678
190,3232
190,3155
190,7425
190,6220
190,7818
190,163
190,5324
190,1692
191,2075
191,1134
191,1835
191,2908
191,3124
191,4366
191,4416
191,1228
191,4955
191,3933
191,8829
191,8669
191,7724
191,312
191,286
192,1972
192,3055
192,1123
192,3493
192,3210
192,4613
192,1320
192,4448
